userName;content;score;at;sentimen;hasil_prediksi;kategori;sentimen_kategori
Hendro Sucahyono;sangat membantu;50;11/09/2020 02:41;puas;puas;lainnya;lainnya
Harijadi Gunawan;good personality;50;11/09/2020 02:18;puas;puas;lainnya;lainnya
Mohd Nizam Md Said;good;50;11/09/2020 02:17;puas;puas;lainnya;lainnya
Damia Hanin;good;30;11/09/2020 02:13;netral;puas;lainnya;lainnya
Komathi Ramasamy;komayhi;50;11/09/2020 02:09;puas;05/08/2020 12:29;lainnya;driver
Sinyal Positif;thx u;50;11/09/2020 02:00;puas;puas;lainnya;lainnya
CR Gaming;sangat disayangkan.. biaya pemesanan.. biaya asuransi sangat memberatkan customer setia sprti saya..sangat tidak relevan dan kelihatan mencari keuntungan sepihak. asuransi sdh dicover oleh jasa raharja. tidak perlu mencari modus sprti itu kl mau mencari untung. cari modus yang lebih cerdas ya...;10;11/09/2020 01:53;tidak puas;tidak puas;lainnya;driver
Vester Teken96;trimah kasih;50;11/09/2020 01:52;puas;puas;lainnya;lainnya
Juin Anggong;good service;50;11/09/2020 01:51;puas;puas;lainnya;lainnya
Intan Purnamasari;ok banget;50;11/09/2020 01:50;puas;puas;lainnya;lainnya
Eddy Irwan;helpful!;50;11/09/2020 01:46;puas;puas;lainnya;lainnya
cristina cajandab;great!;50;11/09/2020 01:40;puas;puas;lainnya;lainnya
Lydia Lydia;good 👍👍👍👍👍;50;11/09/2020 01:24;puas;puas;lainnya;lainnya
Latitude Longitude;gak bisa ganti alamat tujuan ke kota lainnya. jadi gak bisa pesan untuk kawan di luar kota. bahkan untuk sekadar lihat-lihat menu di restoran luar kota pun gak bisa;10;11/09/2020 01:16;tidak puas;netral;driver;driver
John Eric Canares;ok;40;11/09/2020 01:14;puas;puas;lainnya;lainnya
Wenny Ardhanisa;woi error cukk;10;11/09/2020 01:07;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
R B;very helpful apps;50;11/09/2020 00:58;puas;puas;sistem aplikasi;sistem aplikasi
alfred david;ok;40;11/09/2020 00:52;puas;puas;lainnya;lainnya
Quin Paul;why is it blank ? i can't even open this app !;10;11/09/2020 00:29;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Siti Nurmashitah Zulazmi;great;40;11/09/2020 00:20;puas;puas;lainnya;lainnya
Sukhwinder Ram;good;50;11/09/2020 00:15;puas;puas;lainnya;lainnya
Zxcsd lieus;gidgudd;50;10/09/2020 23:58;puas;05/08/2020 12:29;lainnya;driver
Bullet Meera;better;50;10/09/2020 23:45;puas;puas;lainnya;lainnya
Rebecca Katai;kennot log in into fb for verify leyy..;10;10/09/2020 23:36;tidak puas;tidak puas;lainnya;sistem aplikasi
Xaviax Lucas (Alternated Dysphoria);app crash;10;10/09/2020 23:18;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Gusti Panji Alfarizie;horrible... give the promos which we can never use... a big liar....;10;10/09/2020 19:34;tidak puas;tidak puas;lainnya;sistem aplikasi
Erlita Aji;goodnight thanks;40;10/09/2020 19:21;puas;puas;lainnya;lainnya
Riza Bolasoc;lahat ng mga riders na nagdedeliver samin mababait😊;50;10/09/2020 17:48;puas;puas;lainnya;lainnya
Adam Wilfrid;the best!;50;10/09/2020 17:19;puas;puas;lainnya;lainnya
gopu saiteja;love this app for payments;50;10/09/2020 17:00;puas;puas;sistem aplikasi;sistem aplikasi
Andreas Setiadi;fun;50;10/09/2020 16:59;puas;puas;lainnya;lainnya
UAUNGKYAWHEIN MYANMAR;ေက;50;10/09/2020 15:48;puas;05/08/2020 12:29;lainnya;driver
Mylen Ojela;ok;50;10/09/2020 14:40;puas;puas;lainnya;lainnya
mizz nurol;excellent 👌;50;10/09/2020 14:21;puas;puas;lainnya;lainnya
hyper player x;sting aku yahuuuu;10;10/09/2020 14:05;tidak puas;tidak puas;lainnya;driver
Cassey SVT;literally trash😂 i just downloaded the app 2 times and did everything right. verified my email and stuff and now all i get is a white screen?;10;10/09/2020 14:00;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Hendry Gak 6;subscribe;50;10/09/2020 13:39;puas;netral;lainnya;lainnya
Ko Gi;good;50;10/09/2020 13:28;puas;puas;lainnya;lainnya
Danny Wong;minimal top up for grab credit changed to rm50... why????;10;10/09/2020 13:26;tidak puas;netral;lainnya;lainnya
Bryan Dᴀʟɪᴛ;ok;50;10/09/2020 13:21;puas;puas;lainnya;lainnya
mr jake;good service;50;10/09/2020 13:19;puas;puas;lainnya;lainnya
Seri Julianah;cant log in;10;10/09/2020 13:15;tidak puas;tidak puas;lainnya;sistem aplikasi
Micheal Jaksan;greed idiot apps..;10;10/09/2020 12:57;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Mohdazlan Azlan;terbaik;50;10/09/2020 12:40;puas;puas;lainnya;lainnya
Hakim Amir;got my account suspended for more than 5 days;10;10/09/2020 12:37;tidak puas;tidak puas;lainnya;sistem aplikasi
Ayu Surita;dulu bole d topup grab wallet minium 20 rm.. sekarang 50 rm.. bukan semua rakyat malaysia ada duit dlm acc bnk.. bagi diri saya rasa terbeban sebagai pengguna .. klau minium topup 20 rm rasa nya masih ok lagi...;10;10/09/2020 12:35;tidak puas;tidak puas;sistem aplikasi;lainnya
Grant Sobotker;convenient. great.;50;10/09/2020 12:30;puas;puas;lainnya;lainnya
Henry Soreno;awesome;50;10/09/2020 12:29;puas;puas;lainnya;lainnya
Siti Sakinah Meor Omar Baki;fast and accurate;50;10/09/2020 12:02;puas;puas;lainnya;lainnya
Nor Hafizah;ok;50;10/09/2020 11:52;puas;puas;lainnya;lainnya
Galang Wicaksono;it's the worst app ever. my account was suspended without any explainable reason. already requested for unsuspend and got rejected 2 times! it said that i was doing abnormal activity. what? i don't understand that! what abnormal? i've been using this app since a year ago and now got suspended because of the things that i don't understand! edit : contact support is not more than a no brainer bot!;10;10/09/2020 11:36;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Hubert Espiritu;very accomodating;50;10/09/2020 11:24;puas;puas;lainnya;driver
PP SoftCrafted;good;50;10/09/2020 11:21;puas;puas;lainnya;lainnya
Bob William;sistem dobel order aplikasi ini tolol! asli bikin kapok pake grab..;10;10/09/2020 11:15;tidak puas;tidak puas;sistem aplikasi;driver
citra minda;great;50;10/09/2020 11:05;puas;puas;lainnya;lainnya
Rey Calica;superb service;50;10/09/2020 11:03;puas;puas;lainnya;lainnya
Alan Han;can't even start the app... waited for like 10-15 mins already;10;10/09/2020 10:31;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Leng Leng Ang;i will always get the promotion rewards when i use the app more often. which is easy to use as well;50;10/09/2020 10:27;puas;netral;sistem aplikasi;sistem aplikasi
AO Desain;dobolan;10;10/09/2020 10:03;tidak puas;05/08/2020 12:29;lainnya;driver
A Google user;made life so much easier! thank you 😊;50;10/09/2020 09:42;puas;puas;lainnya;lainnya
Faruq Abdullah;top up min rm50? lol;10;10/09/2020 09:28;tidak puas;tidak puas;lainnya;lainnya
R. Windra Faridsyah;aneh pakai kamera gaje;10;10/09/2020 09:17;tidak puas;netral;lainnya;sistem aplikasi
Nguyen Loc;good;50;10/09/2020 09:13;puas;puas;lainnya;lainnya
Niño Bert Yao;ok sana but full of sh*tty choosy drivers... daig pa ang mga kambing....;50;10/09/2020 09:09;puas;tidak puas;driver;driver
Jendral_Nato Gaming;gk bisa dibuka.. tolol;10;10/09/2020 09:08;tidak puas;tidak puas;lainnya;sistem aplikasi
mary ann manay;super mabilis;50;10/09/2020 09:07;puas;puas;lainnya;lainnya
M P;crazy prices sometimes;10;10/09/2020 09:05;tidak puas;netral;lainnya;lainnya
Cyrus Hipolito;good;50;10/09/2020 09:05;puas;puas;lainnya;lainnya
Mohamad Nizam Zuki;very nice;50;10/09/2020 09:04;puas;puas;driver;driver
Jendral Gokong;nice apps;50;10/09/2020 08:57;puas;puas;driver;driver
R. Al.;great app;50;10/09/2020 08:55;puas;puas;sistem aplikasi;sistem aplikasi
Ema Yuningsih;sangat membantu;40;10/09/2020 08:53;puas;puas;lainnya;lainnya
Par Poker;great app;50;10/09/2020 08:38;puas;puas;sistem aplikasi;sistem aplikasi
Joy L;app keeps crashing whenever i open it;10;10/09/2020 08:36;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
eric chee;lousy. takes hrs to update;10;10/09/2020 08:16;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Joanne Lee;great;50;10/09/2020 08:12;puas;puas;lainnya;lainnya
Shahfiq;why is my grab shows white screen only when i open the app up i have been uninstalling it and downloading it again but the results is still the same this i kinda depressing u know :(;40;10/09/2020 08:10;puas;tidak puas;sistem aplikasi;sistem aplikasi
Steve Siebert;black screen;10;10/09/2020 08:07;tidak puas;tidak puas;lainnya;sistem aplikasi
rheynniel valdez;not bad;10;10/09/2020 08:05;tidak puas;netral;lainnya;lainnya
Mohamad Farez;not functioning. white blank screen. spend 80mb for a blank screen. what a disappointment!;10;10/09/2020 08:02;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Ira Purwitasari;comfy;50;10/09/2020 08:01;puas;puas;lainnya;lainnya
Delia Ramirez;i.am relaxed and comfortable...;50;10/09/2020 07:55;puas;puas;lainnya;lainnya
Haya AB;😀;50;10/09/2020 07:54;puas;05/08/2020 12:29;lainnya;driver
Lin Aledrus;can't add card for new payment method and can't withdraw money from wallet to bank account.;20;10/09/2020 07:53;tidak puas;tidak puas;lainnya;sistem aplikasi
jhaf helry fajardo;oksy;50;10/09/2020 07:48;puas;05/08/2020 12:29;lainnya;driver
Jon;new user and when i open the app. its blank. couldn't use;10;10/09/2020 07:31;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Hedry Q Amani;very efficient;50;10/09/2020 07:30;puas;puas;lainnya;lainnya
Abu Garcia;ok;50;10/09/2020 07:22;puas;puas;lainnya;lainnya
Kevin Vargas;please. fix your gps.;30;10/09/2020 06:58;netral;netral;lainnya;sistem aplikasi
Anjana Anjana;best app;50;10/09/2020 06:51;puas;puas;sistem aplikasi;sistem aplikasi
Rose Rani;make user verification more user friendly and quicker and restrictions for cash payment during certain hours to be announced more frequently to avoid surprises during urgent bookings;40;10/09/2020 06:49;puas;tidak puas;lainnya;lainnya
MusyaWawee;great app;50;10/09/2020 06:45;puas;puas;sistem aplikasi;sistem aplikasi
DBOY KING;great app;50;10/09/2020 06:42;puas;puas;sistem aplikasi;sistem aplikasi
DragonMax焱龍狹;can we have a monthly pass? cuz if someone need grab everyday should be more convenient;40;10/09/2020 06:40;puas;netral;lainnya;sistem aplikasi
N us;excellent;50;10/09/2020 06:21;puas;puas;lainnya;lainnya
Eve Fransia;force close;10;10/09/2020 06:18;tidak puas;tidak puas;lainnya;sistem aplikasi
Fariq iQbaL;the best;50;10/09/2020 06:09;puas;puas;lainnya;lainnya
Aidil Syazwan;excellent;50;10/09/2020 06:09;puas;puas;lainnya;lainnya
Jodi Imansyah;aplikasi ini bagus;50;10/09/2020 06:08;puas;puas;sistem aplikasi;sistem aplikasi
Halim Bin Idrus;okey lah;50;10/09/2020 06:08;puas;netral;lainnya;lainnya
Arlie Dy;when it comes to booking for food and rides i can give it 2 thumbs up. hope you can also include on our profile when placing orders that we are legitimate customers. so the riders won't have any second thoughts to contact us for verification since the new normal is working from home. thanks!;40;10/09/2020 06:05;puas;tidak puas;lainnya;sistem aplikasi
Jowi Napoles;nice app;50;10/09/2020 06:05;puas;puas;driver;driver
E Love N Music;nice app;40;10/09/2020 05:59;puas;puas;driver;driver
remy aiman;nice;50;10/09/2020 05:55;puas;puas;driver;driver
Munira Muni;so far is good for using this apps;50;10/09/2020 05:47;puas;puas;sistem aplikasi;sistem aplikasi
Hafizi Ismail;minimum change topup amount rm50 why?;10;10/09/2020 05:45;tidak puas;netral;lainnya;lainnya
hongiekid;useful;50;10/09/2020 05:38;puas;puas;lainnya;sistem aplikasi
liyana mz;good;40;10/09/2020 05:37;puas;puas;lainnya;lainnya
Novita Sari;good;50;10/09/2020 05:36;puas;puas;lainnya;lainnya
Jolevyn Recimo;ok;50;10/09/2020 05:19;puas;puas;lainnya;lainnya
Asunnybabu Babu;good;50;10/09/2020 05:02;puas;puas;lainnya;lainnya
nunuk ika herawati;freezes after i enter my current location. been uninstall and reinstall it but nothing's changed.;10;10/09/2020 04:58;tidak puas;tidak puas;lainnya;sistem aplikasi
A A;not user freindly to new huawei phone;10;10/09/2020 04:55;tidak puas;tidak puas;lainnya;sistem aplikasi
Olivia Agustin;this mco period you can really defend and rely on grab in many ways! 😊👍;50;10/09/2020 04:54;puas;puas;lainnya;sistem aplikasi
Rozinah Ahmed;great;50;10/09/2020 04:45;puas;puas;lainnya;lainnya
Muhammad Khoirul Roojikin;lag;10;10/09/2020 04:36;tidak puas;netral;sistem aplikasi;sistem aplikasi
Hani Harahap;ok;50;10/09/2020 04:32;puas;puas;lainnya;lainnya
sugi arto;hanging. cuma keluar layar putih.;10;10/09/2020 04:28;tidak puas;tidak puas;lainnya;sistem aplikasi
pinkpanda liar;excellent service;50;10/09/2020 04:27;puas;puas;lainnya;lainnya
Flora Mae Civico;excellent;50;10/09/2020 04:23;puas;puas;lainnya;lainnya
Punes Loga;good job and easy contact;50;10/09/2020 04:20;puas;puas;sistem aplikasi;sistem aplikasi
Azliana Bt Mohd Ramli;great;50;10/09/2020 04:19;puas;puas;lainnya;lainnya
arknuss;hangs on phone;10;10/09/2020 04:13;tidak puas;netral;lainnya;sistem aplikasi
A Glock;wouoooke;50;10/09/2020 04:12;puas;05/08/2020 12:29;lainnya;driver
Ahmad Faidhi Zulwaqar Bin Zaidi;unfriendly user;10;10/09/2020 04:10;tidak puas;tidak puas;lainnya;lainnya
ara fara Yusof;ok;50;10/09/2020 04:03;puas;puas;lainnya;lainnya
Harshvardhan Pancholi;nothing in this;10;10/09/2020 03:59;tidak puas;tidak puas;lainnya;sistem aplikasi
NiaRara;goood and easy to use ✨;50;10/09/2020 03:51;puas;puas;sistem aplikasi;sistem aplikasi
Ismail Burhan;sudah install tapi tidak boleh buka app😤 service yang sangat tidak memuaskn😔;10;10/09/2020 03:50;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
TAMIL ISLAM;good;50;10/09/2020 03:34;puas;puas;lainnya;lainnya
anisuhada azmi;it seems what others feedback was true. i just installed the application just now and nothing shown. just a white blank screen. nice app. 80mb for a blank white screen;10;10/09/2020 03:27;tidak puas;tidak puas;driver;sistem aplikasi
Cristina Sison;helpful;50;10/09/2020 03:15;puas;puas;lainnya;lainnya
peng keefe;great!;50;10/09/2020 03:12;puas;puas;lainnya;lainnya
Papa Papa02;ok;50;10/09/2020 03:07;puas;puas;lainnya;lainnya
Jennifer Jimenez;why the app keep crushing and just making the page completely blank?fix this!;20;10/09/2020 03:02;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Vikneshwaran S (Vik);excellent services all-in-all;50;10/09/2020 03:01;puas;puas;lainnya;lainnya
Azizul Haqim;why top up minimum rm50? not all people use it often.;10;10/09/2020 02:28;tidak puas;tidak puas;lainnya;lainnya
zhiel ladrido;bat white lang nakalagay sayang data ko pag dl;10;10/09/2020 01:42;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
girl friend;adel hungry;50;10/09/2020 01:31;puas;tidak puas;lainnya;lainnya
nugroho1969;it freezes over and over again.;20;10/09/2020 01:04;tidak puas;tidak puas;lainnya;sistem aplikasi
Kelvin Araujo (dkelvinator);update: issue is fixed. fail to open. just a white screen. please fix asap.;50;10/09/2020 01:04;puas;tidak puas;sistem aplikasi;sistem aplikasi
Bayu Narutama;very good;50;10/09/2020 00:56;puas;puas;lainnya;lainnya
Fenny;all blank white after update;10;10/09/2020 00:41;tidak puas;netral;sistem aplikasi;sistem aplikasi
akmal izzamuddin;nice;50;10/09/2020 00:24;puas;puas;driver;driver
Chitah Maklin;👍;50;09/09/2020 23:55;puas;05/08/2020 12:29;lainnya;driver
G GeronA;great;50;09/09/2020 23:53;puas;puas;lainnya;lainnya
Akmal -;unable to view the price before comfirm book grab car. that abusing customer;10;09/09/2020 23:47;tidak puas;netral;lainnya;sistem aplikasi
kahlin ho;quite convenience and useful;50;09/09/2020 23:29;puas;puas;lainnya;sistem aplikasi
Minesh Patel;good app for finding transport!!!!!;50;09/09/2020 22:53;puas;puas;sistem aplikasi;sistem aplikasi
Han Zulkifli;daylight robbery apps. whats the point of having grabpay but cannot use it to pay ehailing. 👎🏻👎🏻👎🏻👎🏻👎🏻;10;09/09/2020 22:45;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
silvana ryani;lemot banget appnya;10;09/09/2020 22:34;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Lyras Nangoy;oke;50;09/09/2020 22:11;puas;puas;lainnya;lainnya
fieyda saad;good;50;09/09/2020 21:10;puas;puas;lainnya;lainnya
Life by Rachel;top up ovo ku gabisa masuk pdhal sesuai petunjuk. payah deh;10;09/09/2020 20:09;tidak puas;tidak puas;lainnya;lainnya
bazli mazlan;cant even open the app after installing and turning location on.. need assistance;10;09/09/2020 19:29;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Zeus matteo larawan;ok;50;09/09/2020 17:51;puas;puas;lainnya;lainnya
iwang bawazier;good;40;09/09/2020 17:34;puas;puas;lainnya;lainnya
Nur Syafiqah;perfect;50;09/09/2020 16:53;puas;puas;lainnya;lainnya
Nur Kharunisa;great;50;09/09/2020 16:27;puas;puas;lainnya;lainnya
Chendol Raihanah;mcdonald unable to edit special request;20;09/09/2020 16:00;tidak puas;netral;lainnya;sistem aplikasi
Wenwei Lee;easy to use;50;09/09/2020 15:43;puas;puas;sistem aplikasi;sistem aplikasi
sumandak ranau;cant log in to my acc..;20;09/09/2020 14:52;tidak puas;tidak puas;lainnya;sistem aplikasi
Heugo Criador;satisfactory;50;09/09/2020 14:36;puas;puas;lainnya;lainnya
Faizah binti kamarozaman Kamarozaman bin safie;okk;50;09/09/2020 14:30;puas;puas;lainnya;lainnya
Rayumesh Kumar;ok;50;09/09/2020 14:23;puas;puas;lainnya;lainnya
Michael Cheh;i wonder when will grab app available on huawei app store? as currently latest huawei phone are without app store which is unable to download grab app from huawei app store.;40;09/09/2020 13:40;puas;netral;sistem aplikasi;sistem aplikasi
